Idnumber,Brand,Species,Rating,EffectList,FlavorList
852,Gas-Mask,I,4.2,"Sleepy,Tingly,Euphoric,Relaxed","Diesel,Pungent,Chemical"
853,Gatekeeper-Og,H,5,"Euphoric,Relaxed,Sleepy,Uplifted,Focused","Earthy,Sweet,Flowery"
854,Gelato,H,4.7,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Pungent,Flowery"
855,Gemstone,H,4.8,"Happy,Relaxed,Focused,Euphoric,Uplifted","Citrus,Flowery,Earthy"
856,Georgia-Pine,H,4.8,"Euphoric,Uplifted,Energetic,Happy,Relaxed","Sweet,Flowery,Pine"
857,Ghost-Bubba,H,4.6,"Happy,Energetic,Uplifted,Relaxed,Giggly","Sweet,Pungent,Grape"
858,Ghost-Cookies,H,4.8,"Sleepy,Happy,Relaxed,Uplifted,Giggly","Berry,Earthy,Blueberry"
859,Ghost-Og,H,4.5,"Relaxed,Happy,Uplifted,Euphoric,Hungry","Sweet,Citrus,Earthy"
860,Ghost-Og-Moonshine,I,4.8,"Happy,Uplifted,Euphoric,Hungry,Relaxed","Pungent,Skunk,Pine"
861,Ghost-Ship,I,4,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Earthy,Pungent,Skunk"
862,Ghost-Train-Haze,S,4.6,"Uplifted,Happy,Energetic,Euphoric,Focused","Earthy,Citrus,Pine"
863,Gigabud,I,4.4,"Relaxed,Uplifted,Happy,Tingly,Energetic","Sweet,Spicy/Herbal,Tropical"
864,Ginger-Ale,H,4.9,"Euphoric,Happy,Relaxed,Creative,Giggly","Berry,Earthy,Diesel"
865,Glad-Max,H,4.3,"Euphoric,Relaxed,Uplifted,Happy,Creative","Earthy,Sweet,Flowery"
866,Glass-Apple,H,4.8,"Uplifted,Energetic,Focused,Euphoric,Happy","Apple,Sweet,Minty"
867,Glass-Slipper,H,4.3,"Happy,Uplifted,Relaxed,Euphoric,Creative","Sweet,Earthy,Flowery"
868,Glue-Tech,H,4.6,"Happy,Relaxed,Hungry,Uplifted,Euphoric","Earthy,Sweet,Berry"
869,Go-Time,H,4.3,"Focused,Uplifted,Energetic,Euphoric,Relaxed","Earthy,Woody,Tea"
870,Gobbilygoo,I,4.5,"Hungry,Euphoric,Relaxed,Happy,Sleepy","Berry,Grape,Lavender"
871,Gobbstopper,I,4.5,"Happy,Relaxed,Sleepy,Creative,Euphoric","Spicy/Herbal,Sweet,Berry"
872,God-Bud,I,4.3,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Pungent,Earthy,Sweet"
873,Gods-Gift,I,4.5,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Grape,Earthy,Sweet"
874,Gods-Green-Crack,H,4.5,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Earthy,Woody,Sweet"
875,Godberry,I,4.6,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Earthy,Berry,Blueberry"
876,Godfather-Og,I,4.6,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Pine,Spicy/Herbal"
877,Godfather-Purple-Kush,I,4.3,"Euphoric,Relaxed,Happy,Sleepy,Tingly","Berry,Spicy/Herbal,Pungent"
878,Godzilla,I,4.3,"Relaxed,Euphoric,Happy,Hungry,Tingly","Earthy,Flowery,Woody"
880,Godzilla-Glue,H,4.7,"Uplifted,Focused,Happy,Relaxed,Euphoric","Tropical,Spicy/Herbal,Sweet"
881,Gods-Bubba,I,4.7,"Relaxed,Happy,Sleepy,Tingly,Uplifted","Earthy,Pungent,Woody"
882,Gods-Treat,I,4.7,"Uplifted,Euphoric,Happy,Focused,Energetic","Blueberry,Berry,Flowery"
883,Gog-Magog,I,4.5,"Sleepy,Hungry,Uplifted,Euphoric,Happy","Earthy,Pungent,Spicy/Herbal"
884,Goji-Diesel,H,4.8,"Euphoric,Focused,Uplifted,Creative,Happy",Diesel
885,Goji-Og,H,4.5,"Happy,Relaxed,Uplifted,Euphoric,Creative","Sweet,Berry,Citrus"
886,Gold-Kings-Thai,S,4.5,"Energetic,Happy,Aroused,Uplifted,Creative","Earthy,Citrus,Lime"
887,Goldberry,I,4.5,"Euphoric,Tingly,Creative,Happy,Focused","Mint,Earthy,Woody"
888,Golden-Calyx,S,5,"Relaxed,Uplifted,Energetic,Happy,Aroused","Sweet,Citrus,Tropical"
889,Golden-Gage,H,4.4,"Happy,Energetic,Talkative,Giggly,Uplifted","Pepper,Spicy/Herbal,Citrus"
890,Golden-Goat,H,4.5,"Uplifted,Happy,Euphoric,Relaxed,Energetic","Sweet,Citrus,Tropical"
891,Golden-Lemon,H,4.7,"Uplifted,Relaxed,Euphoric,Tingly,Happy","Lemon,Citrus,Sweet"
892,Golden-Nugget,H,4.8,"Uplifted,Creative,Focused,Happy,Aroused","Sweet,Lime,Skunk"
893,Golden-Panda,H,4.6,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Pungent,Sweet,Citrus"
894,Golden-Pineapple,H,4.5,"Happy,Euphoric,Uplifted,Relaxed,Creative","Pineapple,Tropical,Citrus"
896,Golden-State-Banana,I,4.8,"Euphoric,Relaxed,Sleepy,Creative,Happy","Citrus,Sweet,Tropical"
897,Golden-Tangie,S,3.5,"Focused,Happy,Aroused,Energetic,Tingly","Citrus,Orange,Earthy"
898,Golden-Ticket,H,4.5,"Happy,Euphoric,Uplifted,Relaxed,Creative","Citrus,Earthy,Lemon"
899,Golden-Tiger,S,5,"Talkative,Uplifted,Energetic,Euphoric,Happy","Minty,Lemon,Apricot"
900,Goldwing,S,4.7,"Uplifted,Happy,Euphoric,Creative,Energetic",
901,Goo,I,4.3,"Relaxed,Sleepy,Hungry,Euphoric,Happy","Berry,Blueberry,Sweet"
902,Gooberry,I,4.3,"Sleepy,Aroused,Hungry,Relaxed,Happy","Blueberry,Berry,Sweet"
903,Good-Medicine,H,4.3,"Uplifted,Energetic,Happy,Focused,Talkative","Earthy,Spicy/Herbal,Citrus"
904,Gorilla-Biscuit,I,4.7,"Relaxed,Euphoric,Creative,Sleepy,Happy","Coffee,Pine,Cheese"
905,Gorilla-Cookies,H,4.8,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Sweet,Earthy,Minty"
906,Gorilla-Grips,I,5,"Sleepy,Uplifted,Euphoric,Happy,Relaxed","Blueberry,Grape,Berry"
907,Gorkle,S,5,"Relaxed,Happy,Creative,Focused,Aroused",Sweet
908,Government-Mule,I,4,"Euphoric,Relaxed","Sweet,Lemon,Flowery"
909,Grand-Doggy-Purps,I,4.4,"Relaxed,Happy,Euphoric,Uplifted,Tingly","Sweet,Grape,Earthy"
910,Grand-Hindu,I,4.6,"Relaxed,Happy,Euphoric,Focused,Uplifted","Grape,Berry,Sweet"
911,Grand-Hustle,H,4.1,"Uplifted,Relaxed,Euphoric,Focused,Giggly","Honey,Earthy,Citrus"
912,Granddaddy-Purple,I,4.4,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Grape,Berry,Sweet"
913,Grandmas-Batch,H,4.8,"Euphoric,Happy,Tingly,Uplifted,Creative","Butter,Lemon,Flowery"
914,Grandmas-Sugar-Cookies,I,5,"Relaxed,Happy,Energetic,Focused,Creative","Pungent,Sweet,Cheese"
915,Grandpa-Larry-Og,I,4.4,"Euphoric,Happy,Relaxed,Sleepy,Focused","Grape,Pungent,Earthy"
916,Grandpas-Breath,I,4.7,"Relaxed,Euphoric,Sleepy,Uplifted,Creative","Earthy,Flowery,Lavender"
917,Grape-Ape,I,4.3,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Grape,Sweet,Berry"
918,Grape-Calyx,H,5,"Uplifted,Creative,Euphoric,Happy,Hungry","Sweet,Grape,Flowery"
919,Grape-Cookies,I,4.6,"Relaxed,Creative,Uplifted,Sleepy,Euphoric","Grape,Berry,Diesel"
920,Grape-Crush,H,4.3,"Happy,Uplifted,Talkative,Hungry,Energetic","Grape,Sweet,Berry"
922,Grape-Drink,I,4.7,"Tingly,Creative,Euphoric,Giggly,Happy","Grape,Sweet,Flowery"
923,Grape-God,H,4.3,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Grape,Berry,Sweet"
924,Grape-Inferno,I,4.5,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Grape,Sweet,Diesel"
925,Grape-Krush,I,4.3,"Happy,Uplifted,Talkative,Hungry,Energetic","Grape,Sweet,Berry"
926,Grape-Kush,H,3.9,"Relaxed,Happy,Giggly,Sleepy,Euphoric","Grape,Sweet,Earthy"
927,Grape-Ox,I,4.6,"Sleepy,Relaxed,Hungry,Tingly,Uplifted","Grape,Cheese,Sweet"
928,Grape-Skunk,I,4.1,"Happy,Relaxed,Giggly,Tingly,Euphoric","Grape,Sweet,Skunk"
929,Grape-Soda,H,4.9,"Relaxed,Happy,Euphoric,Uplifted,Creative","Grape,Citrus,Sweet"
930,Sour-Grapes,H,4.4,"Happy,Relaxed,Uplifted,Euphoric,Hungry","Grape,Sweet,Berry"
931,Grape-Valley-Kush,I,4.8,"Relaxed,Sleepy,Euphoric,Happy,Aroused","Berry,Grape,Pine"
932,Grapefruit,S,4.3,"Uplifted,Energetic,Happy,Euphoric,Focused","Grapefruit,Citrus,Sweet"
933,Grapefruit-Diesel,H,4.2,"Focused,Energetic,Relaxed,Euphoric,Happy","Grapefruit,Citrus,Diesel"
934,Grapefruit-Haze,S,4.4,"Uplifted,Happy,Energetic,Euphoric,Relaxed","Diesel,Earthy,Grapefruit"
935,Grapefruit-Kush,H,4.3,"Happy,Uplifted,Relaxed,Focused,Creative","Grapefruit,Sweet,Citrus"
936,Gravity,I,4,"Sleepy,Hungry,Relaxed,Aroused,Euphoric","Sweet,Citrus,Rose"
937,Grease-Monkey,H,4.6,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Earthy,Pungent,Diesel"
938,White-Shark,S,4.2,"Happy,Uplifted,Relaxed,Focused,Euphoric","Sweet,Citrus,Earthy"
939,Green-Avenger,H,5,"Energetic,Happy,Uplifted,Creative,Euphoric","Sweet,Minty,Honey"
940,Green-Candy,S,4.3,"Uplifted,Happy,Relaxed,Focused,Giggly","Earthy,Sweet,Tobacco"
941,Green-Cheese,H,4.1,"Euphoric,Relaxed,Energetic,Focused,Creative","Pungent,Cheese,Earthy"
942,Green-Crack,S,4.3,"Energetic,Happy,Uplifted,Focused,Euphoric","Earthy,Citrus,Sweet"
943,Green-Crack-Extreme,S,4.6,"Energetic,Creative,Focused,Euphoric,Uplifted","Sweet,Earthy,Spicy/Herbal"
944,Green-Door-Kush,H,4.5,"Happy,Relaxed,Euphoric,Creative,Hungry","Spicy/Herbal,Citrus,Woody"
945,Green-Dragon,I,4.2,"Uplifted,Happy,Focused,Energetic,Relaxed","Sweet,Earthy,Pungent"
946,Green-Dream,H,4.4,"Happy,Uplifted,Creative,Euphoric,Hungry","Earthy,Citrus,Flowery"
947,Green-Goblin,S,4.3,"Uplifted,Euphoric,Happy,Focused,Creative","Sweet,Pine,Diesel"
948,Green-Goddess,H,4.6,"Euphoric,Relaxed,Aroused,Happy,Uplifted","Citrus,Earthy,Flowery"
949,Green-Haze,S,3.8,"Happy,Talkative,Creative,Focused,Hungry","Woody,Flowery,Earthy"
950,Green-Hornet,H,4.2,"Euphoric,Uplifted,Relaxed,Giggly,Happy","Sweet,Woody,Pine"
951,Green-Kush,I,3.8,"Euphoric,Hungry,Energetic,Relaxed,Focused","Citrus,Sweet,Earthy"
952,Green-Lantern,S,4.6,"Uplifted,Energetic,Talkative,Focused,Hungry","Earthy,Pine,Citrus"
953,Green-Line-Og,H,5,"Happy,Relaxed,Sleepy,Hungry,Uplifted","Sweet,Lime,Skunk"
954,Green-Love-Potion,I,4.1,"Creative,Hungry,Relaxed,Uplifted,Happy","Spicy/Herbal,Lavender,Sweet"
955,Green-Mango,I,4.4,"Euphoric,Uplifted,Happy,Creative,Relaxed","Citrus,Earthy,Woody"
956,Green-Monster,H,3.7,"Happy,Relaxed,Uplifted,Hungry,Giggly","Earthy,Chemical,Tar"
957,Green-Poison,I,4.2,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Sweet,Flowery,Earthy"
958,Green-Python,I,4.3,"Sleepy,Euphoric,Happy,Relaxed,Tingly","Woody,Sweet,Earthy"
959,Green-Queen,H,4.2,"Happy,Hungry,Energetic,Euphoric,Creative","Sweet,Citrus,Pine"
960,Green-Ribbon,H,4.2,"Energetic,Happy,Focused,Creative,Talkative","Sweet,Earthy,Flowery"
961,Gremlin,H,4.4,"Euphoric,Relaxed,Uplifted,Aroused,Sleepy","Sweet,Pungent,Citrus"
962,Grilled-Cheese,H,4.7,"Uplifted,Creative,Energetic,Euphoric,Focused","Cheese,Pepper,Pungent"
963,Grimace,I,4.4,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Sweet,Pungent"
964,Grimace-Og,I,4.3,"Sleepy,Euphoric,Relaxed,Aroused,Happy","Pungent,Diesel,Spicy/Herbal"
965,Grimmdica,I,5,"Euphoric,Relaxed",
966,Guard-Dawg,I,4.2,"Happy,Relaxed,Sleepy,Euphoric","Diesel,Sweet,Earthy"
967,Guava-Chem,H,4.5,"Relaxed,Creative,Happy,Focused,Euphoric","Tropical,Sweet,Chemical"
968,Guava-Gelato,H,4.3,"Sleepy,Euphoric,Happy,Relaxed,Uplifted","Mint,Grapefruit,Tropical"
969,Guava-Kush,H,4.1,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Sweet,Tropical,Peach"
970,Gucci-Og,H,4.7,"Euphoric,Happy,Uplifted,Relaxed,Energetic","Pine,Lemon,Sweet"
971,Guido-Kush,I,4.1,"Euphoric,Uplifted,Creative,Relaxed,Sleepy",
972,Gumbo,I,4.6,"Relaxed,Euphoric,Happy,Sleepy,Hungry","Earthy,Sweet,Flowery"
973,Gummo,H,5,"Euphoric,Uplifted,Happy,Relaxed,Aroused","Citrus,Sweet,Orange"
974,Gummy-Bears,H,4.2,"Relaxed,Uplifted,Happy,Euphoric,Sleepy","Sweet,Berry,Strawberry"
975,Gupta-Haze,H,5,"Relaxed,Happy,Sleepy,Euphoric,Giggly","Earthy,Citrus,Lemon"
976,Gupta-Kush,H,4.3,"Relaxed,Sleepy,Hungry,Aroused,Happy","Sweet,Earthy,Woody"
977,Guptilla,H,5,"Happy,Relaxed,Euphoric,Focused,Sleepy","Grape,Pepper,Orange"
978,Gutbuster,I,4.5,"Relaxed,Sleepy,Giggly,Tingly,Happy","Blueberry,Woody,Berry"
979,Hades-Haze,I,4.7,"Relaxed,Sleepy,Talkative,Euphoric,Giggly","Citrus,Minty,Earthy"
980,Haleighs-Hope,H,4.8,"Relaxed,Happy,Uplifted,Talkative,Euphoric","Earthy,Pine,Pungent"
981,Hammerhead,I,5,"Sleepy,Aroused,Tingly,Relaxed,Uplifted","Diesel,Berry,Earthy"
982,Hannibal-Nectar,I,0,"Uplifted,Euphoric,Happy,Sleepy,Creative","Strawberry,Earthy,Vanilla"
983,Haole,H,4.1,"Euphoric,Relaxed,Happy,Uplifted,Creative","Sweet,Pungent,Earthy"
984,Haoma,I,4.8,"Relaxed,Happy,Sleepy,Hungry,Uplifted","Citrus,Flowery,Earthy"
985,Haoma-Mist,H,5,"Tingly,Happy,Relaxed,Uplifted,Euphoric","Sweet,Flowery,Citrus"
986,Hardcore-Og,I,4.6,"Relaxed,Happy,Uplifted,Sleepy,Tingly","Earthy,Sweet,Berry"
987,Harle-Tsu,H,4.4,"Relaxed,Happy,Uplifted,Focused,Euphoric","Earthy,Woody,Spicy/Herbal"
988,Harlequin,S,4.3,"Relaxed,Focused,Happy,Uplifted,Energetic","Earthy,Sweet,Woody"
989,Harlequin-Gdp,H,4.2,"Relaxed,Talkative,Tingly,Energetic,Euphoric","Mint,Earthy"
990,Harley-Storm,S,4.8,"Relaxed,Uplifted,Creative,Euphoric,Happy","Spicy/Herbal,Sweet,Tropical"
991,Harley-Twin,S,5,"Uplifted,Creative,Energetic,Euphoric,Relaxed",Sweet
992,Harmonia,I,4.3,"Relaxed,Happy,Uplifted,Focused,Sleepy","Earthy,Sweet,Tropical"
993,Harmony,H,4.4,"Relaxed,Euphoric,Focused,Creative,Happy","Woody,Citrus,Lemon"
994,Harry-Potter,H,4.8,"Relaxed,Happy,Uplifted,Creative,Giggly","Sweet,Citrus,Lemon"
995,Hash-Plant,I,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Spicy/Herbal,Diesel"
996,Hashbar-Og,I,4.5,"Euphoric,Happy,Relaxed,Creative,Focused","Skunk,Sweet,Earthy"
997,Hashberry,I,4.3,"Relaxed,Euphoric,Hungry,Happy,Focused","Berry,Sweet,Mint"
998,Hashplant-Haze,S,4.4,"Happy,Uplifted,Relaxed,Euphoric,Sleepy","Blueberry,Sweet,Orange"
999,Hawaiian,S,4.2,"Uplifted,Relaxed,Euphoric,Talkative,Giggly","Sweet,Tropical,Citrus"
1000,Hawaiian-Cookies,H,4.6,"Happy,Relaxed,Creative,Energetic,Aroused","Sweet,Citrus,Pineapple"
1001,Hawaiian-Delight,I,3.8,"Happy,Relaxed,Aroused,Uplifted,Euphoric","Pungent,Sweet,Diesel"
1002,Hawaiian-Diesel,S,4.2,"Uplifted,Creative,Euphoric,Happy,Relaxed","Diesel,Citrus,Tropical"
1003,Hawaiian-Dream,S,4.4,"Uplifted,Relaxed,Happy,Focused,Euphoric","Sweet,Tropical,Pineapple"
1004,Hawaiian-Fire,H,4.4,"Energetic,Focused,Talkative,Euphoric,Uplifted","Tropical,Sweet,Strawberry"
1005,Hawaiian-Haze,S,4.4,"Uplifted,Happy,Energetic,Talkative,Relaxed","Sweet,Tropical,Pineapple"
1006,Hawaiian-Mayan-Gold,S,5,"Uplifted,Creative,Energetic,Euphoric,Happy","Minty,Sweet,Lime"
1007,Hawaiian-Punch,S,4.4,"Uplifted,Happy,Relaxed,Euphoric,Tingly","Sweet,Citrus,Berry"
1008,Hawaiian-Purple-Kush,I,4.5,"Relaxed,Happy,Giggly,Creative,Talkative","Tropical,Sweet,Flowery"
1009,Hawaiian-Sativa,S,4.2,"Uplifted,Euphoric,Happy,Relaxed,Creative","Citrus,Sweet,Tropical"
1010,Hawaiian-Skunk,H,4.2,"Sleepy,Happy,Euphoric,Uplifted,Energetic","Sweet,Earthy,Skunk"
1011,Hawaiian-Snow,S,4.5,"Happy,Creative,Euphoric,Uplifted,Energetic","Tropical,Earthy,Woody"
1012,Hawaiian-Sunrise,H,4.1,"Uplifted,Happy,Relaxed,Tingly,Energetic","Citrus,Lemon,Spicy/Herbal"
1013,Hawaiian-Thunder-Fuck,H,4,"Uplifted,Creative,Euphoric,Energetic,Hungry","Earthy,Sweet,Citrus"
1014,Hawaiian-Trinity,H,5,"Talkative,Uplifted,Creative,Euphoric,Focused","Sweet,Tropical,Flowery"
1015,Hawaii-78,S,4.8,"Creative,Euphoric,Happy,Relaxed,Sleepy","Pineapple,Sweet,Tropical"
1016,Hayleys-Haze,S,0,"Sleepy,Uplifted,Focused",Apple
1017,Haze,S,4.2,"Uplifted,Happy,Creative,Tingly,Relaxed","Earthy,Pungent,Sweet"
1018,Haze-Berry,S,4.2,"Talkative,Aroused,Giggly,Happy,Energetic","Sweet,Berry,Blueberry"
1019,Haze-Heaven,H,4.5,"Happy,Talkative,Uplifted,Energetic,Creative","Pungent,Spicy/Herbal,Sweet"
1021,Haze-Wreck,S,4.6,"Uplifted,Happy,Euphoric,Talkative,Creative","Citrus,Pine,Woody"
1022,Head-Cheese,H,4.6,"Euphoric,Happy,Uplifted,Creative,Relaxed","Cheese,Pungent,Earthy"
1023,Head-Trip,H,4.3,"Relaxed,Focused,Happy,Uplifted,Euphoric","Earthy,Pine,Coffee"
1024,Headband,H,4.3,"Happy,Relaxed,Uplifted,Euphoric,Creative","Earthy,Diesel,Citrus"
1025,Headbanger,H,4.4,"Happy,Uplifted,Euphoric,Relaxed,Hungry","Citrus,Skunk,Sweet"
1026,Heaven-Scent,H,4.8,"Creative,Energetic,Euphoric,Focused,Happy","Minty,Sweet,Tropical"
1027,Heavy-Duty-Fruity,H,4.1,"Relaxed,Happy,Sleepy,Hungry,Giggly","Sweet,Citrus,Earthy"
1028,Heisenberg-Kush,S,4.4,"Talkative,Relaxed,Focused,Hungry,Happy","Berry,Sweet,Strawberry"
1029,Hell-Raiser-Og,H,4.8,"Relaxed,Euphoric,Uplifted,Talkative,Happy","Pine,Citrus,Spicy/Herbal"
1030,Hells-Angel-Og,H,4.5,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Earthy,Pungent,Woody"
1031,Hellfire-Og,H,4.5,"Euphoric,Relaxed,Happy,Energetic,Sleepy","Earthy,Citrus,Diesel"
1032,Hemlock,H,4.5,"Happy,Uplifted,Relaxed,Giggly,Talkative","Sweet,Citrus,Pine"
1033,Hempstar,S,4.3,"Happy,Euphoric,Creative,Uplifted,Energetic","Woody,Pungent,Earthy"
1034,Hercules,H,4.8,"Happy,Uplifted,Energetic,Giggly,Creative","Earthy,Sweet,Tropical"
1035,Herojuana,I,4.4,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Earthy,Spicy/Herbal,Woody"
1036,Hibiscus-Sunrise,H,4.5,"Euphoric,Uplifted,Relaxed,Energetic,Happy","Flowery,Lavender,Sweet"
1037,Higher-Power,S,4.8,"Creative,Uplifted,Energetic,Focused,Happy","Grape,Flowery,Tree,Fruit"
1038,Highwayman,H,3.8,"Focused,Happy,Relaxed,Sleepy,Euphoric","Spicy/Herbal,Flowery,Earthy"
1039,Himalayan-Blackberry,I,4.9,"Sleepy,Relaxed,Euphoric,Happy,Uplifted","Earthy,Berry,Pine"
1040,Himalayan-Gold,H,4.2,"Happy,Euphoric,Creative,Aroused,Sleepy","Spicy/Herbal,Earthy,Citrus"
1041,Hindu-Kush,I,4.3,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Woody,Sweet"
1042,Hindu-Skunk,I,4.2,"Relaxed,Euphoric,Happy,Aroused,Uplifted","Earthy,Woody,Sweet"
1043,Hippie-Chicken,S,4.3,"Euphoric,Happy,Uplifted,Relaxed,Talkative","Sweet,Tree,Fruit,Berry"
1044,Hippie-Crippler,H,4.3,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Pungent,Earthy,Sweet"
1045,Hoarfrost,H,4.8,"Creative,Euphoric,Focused,Happy,Hungry","Spicy/Herbal,Woody,Vanilla"
1046,Hobbit,H,4.3,"Tingly,Uplifted,Happy,Focused,Hungry","Flowery,Tea,Vanilla"
1047,Hogs-Breath,I,4.2,"Relaxed,Happy,Sleepy,Hungry,Tingly","Earthy,Pungent,Cheese"
1048,Hollands-Hope,I,4.2,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Sweet,Earthy,Pungent"
1049,Hollywood-Og,H,4.4,"Relaxed,Happy,Hungry,Tingly,Uplifted","Earthy,Sweet,Ammonia"
1050,Holy-Ghost,H,4.6,"Relaxed,Euphoric,Hungry,Giggly,Happy","Earthy,Citrus,Grapefruit"
1051,Holy-Grail-Kush,H,4.5,"Relaxed,Happy,Uplifted,Euphoric,Creative","Earthy,Pungent,Woody"
1053,Honey-Bananas,H,4.7,"Happy,Relaxed,Uplifted,Euphoric,Creative","Honey,Sweet,Flowery"
1054,Honey-Boo-Boo,I,4.7,"Euphoric,Happy,Aroused,Creative,Giggly","Sweet,Pungent,Butter"
1055,Honey-Rock,H,4,"Hungry,Relaxed,Tingly,Sleepy,Euphoric",Honey
1056,Hong-Kong,H,4.5,"Hungry,Relaxed,Happy,Uplifted,Energetic","Diesel,Citrus,Earthy"
1057,Hoodwreck,S,4.2,"Euphoric,Happy,Creative,Energetic,Focused","Sweet,Minty,Tropical"
1058,Huckleberry,H,4.2,"Happy,Relaxed,Talkative,Uplifted,Euphoric","Berry,Earthy,Sweet"
1059,Huckleberry-Hound,H,5,"Creative,Euphoric,Happy,Relaxed","Blueberry,Skunk,Chemical"
1060,Hulkamania,I,4.5,"Aroused,Tingly,Uplifted,Euphoric,Happy","Sweet,Berry,Flowery"
1061,Humboldt,H,4.3,"Relaxed,Sleepy,Euphoric,Happy,Uplifted","Flowery,Sweet,Citrus"
1062,Humboldt-Dream,I,4.8,"Relaxed,Creative,Euphoric,Uplifted,Happy","Sweet,Berry,Earthy"
1063,Humboldt-Headband,I,4.8,"Euphoric,Sleepy,Happy,Relaxed,Focused","Sweet,Grape,Diesel"
1064,Hurkle,H,4.7,"Relaxed,Happy,Hungry,Focused,Sleepy","Sweet,Earthy,Berry"
1065,Hurricane,S,4.3,"Uplifted,Relaxed,Energetic,Happy,Focused","Spicy/Herbal,Grape,Berry"
1066,Hustler-Kush,H,4.7,"Happy,Energetic,Euphoric,Uplifted,Talkative","Earthy,Woody,Sweet"
1067,I-95,H,4,"Creative,Energetic,Euphoric,Focused,Happy",
1068,Iced-Grapefruit,H,4.3,"Happy,Euphoric,Relaxed,Focused,Creative","Citrus,Grape,Grapefruit"
1070,Ig-Kush,H,4.5,"Sleepy,Happy,Relaxed,Tingly,Hungry","Sweet,Orange,Earthy"
1071,Ice,H,4.1,"Euphoric,Uplifted,Relaxed,Happy,Tingly","Diesel,Flowery,Earthy"
1072,Ice-Cream,H,4.1,"Happy,Relaxed,Uplifted,Focused,Euphoric","Sweet,Vanilla,Woody"
1073,Ice-Princess,H,5,"Happy,Relaxed,Sleepy,Uplifted,Euphoric",Tropical
1074,Ice-Queen,H,4.6,"Euphoric,Relaxed,Happy,Creative,Talkative","Sweet,Earthy,Flowery"
1075,Ice-Wreck,H,4.3,"Relaxed,Euphoric,Creative,Uplifted,Tingly","Earthy,Woody,Sweet"
1076,Iced-Widow,I,4.4,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Strawberry,Sweet,Pungent"
1077,Ill-Og,I,3.7,"Euphoric,Giggly,Happy,Relaxed,Uplifted","Earthy,Pungent,Pine"
1078,Illuminati-Og,I,4.7,"Relaxed,Sleepy,Focused,Talkative,Euphoric","Earthy,Sweet,Pungent"
1079,In-The-Pines,S,4.4,"Happy,Uplifted,Focused,Relaxed,Euphoric","Pine,Sweet,Pineapple"
1080,Incredible-Bulk,I,4.5,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Earthy,Skunk,Spicy/Herbal"
1081,Incredible-Hulk,S,4.5,"Happy,Euphoric,Focused,Relaxed,Uplifted","Sweet,Earthy,Citrus"
1082,Industrial-Plant,H,4.1,"Energetic,Uplifted,Euphoric,Happy,Relaxed","Citrus,Spicy/Herbal,Sweet"
1083,Ingrid,I,4.3,"Relaxed,Euphoric,Creative,Sleepy,Happy","Cheese,Pungent,Skunk"
1085,Irene-Kush,H,4.6,"Relaxed,Happy,Creative,Euphoric,Focused","Earthy,Citrus,Pine"
1087,Iron-Triangle,H,4.2,"Happy,Giggly,Tingly,Uplifted,Focused","Diesel,Spicy/Herbal,Sweet"
1088,Island-Haze,S,4.8,"Creative,Uplifted,Relaxed,Sleepy,Talkative","Sweet,Berry,Blueberry"
1089,Island-Maui-Haze,S,4.5,"Euphoric,Tingly,Creative,Happy,Relaxed","Tropical,Mango,Ammonia"
1090,Island-Sweet-Skunk,S,4.3,"Happy,Relaxed,Uplifted,Energetic,Focused","Skunk,Sweet,Tropical"
1091,Js-Famous-Kush,H,4,"Focused,Hungry,Relaxed","Pepper,Earthy,Skunk"
1092,J-27,S,4.2,"Euphoric,Energetic,Focused,Uplifted,Creative","Diesel,Earthy,Woody"
1093,J1,H,4.5,"Euphoric,Happy,Creative,Uplifted,Energetic","Citrus,Pine,Sweet"
1094,Jt15,I,5,"Relaxed,Sleepy,Happy,Hungry,Uplifted",
1095,Jack-47,H,4.7,"Happy,Euphoric,Relaxed,Giggly,Energetic","Earthy,Lemon,Spicy/Herbal"
